GeographyId,LangIsoCode,RegionId,GeographyCode,GeographyName,GeographyFQName,GeographyLevel,GeographyActive,RecordCreation,RecordSync,RecordUpdate
0000500087,spa,"",15681,"San Pablo de Borbur","Boyacá/San Pablo de Borbur",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:23+00:00
0000500088,spa,"",15686,Santana,"Boyacá/Santana",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:23+00:00
0000500089,spa,"",15690,"Santa Maria","Boyacá/Santa Maria",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:23+00:00
0000500090,spa,"",15693,"Santa Rosa de Viterbo","Boyacá/Santa Rosa de Viterbo",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500091,spa,"",15696,"Santa Sofía","Boyacá/Santa Sofía",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500092,spa,"",15720,Sativanorte,"Boyacá/Sativanorte",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500093,spa,"",15723,Sativasur,"Boyacá/Sativasur",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500094,spa,"",15740,Siachoque,"Boyacá/Siachoque",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500095,spa,"",15753,"Soatá","Boyacá/Soatá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500096,spa,"",15755,"Socotá","Boyacá/Socotá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500097,spa,"",15757,Socha,"Boyacá/Socha",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500098,spa,"",15759,Sogamosos,"Boyacá/Sogamosos",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500099,spa,"",15761,Somondoco,"Boyacá/Somondoco",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500100,spa,"",15762,Sora,"Boyacá/Sora",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:24+00:00
0000500101,spa,"",15763,"Sotaquirá","Boyacá/Sotaquirá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500102,spa,"",15764,"Soracá","Boyacá/Soracá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500103,spa,"",15774,"Susacón","Boyacá/Susacón",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500104,spa,"",15776,"Sutamarcán","Boyacá/Sutamarcán",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500105,spa,"",15778,Sutatenza,"Boyacá/Sutatenza",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500106,spa,"",15790,Tasco,"Boyacá/Tasco",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500107,spa,"",15798,Tenza,"Boyacá/Tenza",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500108,spa,"",15804,"Tibaná","Boyacá/Tibaná",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500109,spa,"",15806,Tibasosa,"Boyacá/Tibasosa",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500110,spa,"",15808,Tinjaca,"Boyacá/Tinjaca",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:25+00:00
0000500111,spa,"",15810,Tipacoque,"Boyacá/Tipacoque",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500112,spa,"",15814,Toca,"Boyacá/Toca",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500113,spa,"",15816,"Togüi","Boyacá/Togüi",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500114,spa,"",15820,"Tópaga","Boyacá/Tópaga",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500115,spa,"",15822,Tota,"Boyacá/Tota",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500116,spa,"",15832,"Tununguá","Boyacá/Tununguá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500117,spa,"",15835,"Turmequé","Boyacá/Turmequé",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500118,spa,"",15837,Tuta,"Boyacá/Tuta",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500119,spa,"",15839,"Tutazá","Boyacá/Tutazá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500120,spa,"",15842,Umbita,"Boyacá/Umbita",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500121,spa,"",15861,Ventaquemada,"Boyacá/Ventaquemada",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500122,spa,"",15879,"Viracachá","Boyacá/Viracachá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:26+00:00
0000500123,spa,"",15897,Zetaquira,"Boyacá/Zetaquira",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600001,spa,"",17001,Manizales,Caldas/Manizales,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600002,spa,"",17013,Aguadas,Caldas/Aguadas,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600003,spa,"",17042,Anserma,Caldas/Anserma,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600004,spa,"",17050,Aranzazu,Caldas/Aranzazu,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600005,spa,"",17088,"Belalcázar","Caldas/Belalcázar",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600006,spa,"",17174,"Chinchiná","Caldas/Chinchiná",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600007,spa,"",17272,Filadelfia,Caldas/Filadelfia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600008,spa,"",17380,"La Dorada","Caldas/La Dorada",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600009,spa,"",17388,"La Merced","Caldas/La Merced",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600010,spa,"",17433,Manzanares,Caldas/Manzanares,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600011,spa,"",17442,Marmato,Caldas/Marmato,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600012,spa,"",17444,Marquetalia,Caldas/Marquetalia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:27+00:00
0000600013,spa,"",17446,Marulanda,Caldas/Marulanda,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600014,spa,"",17486,Neira,Caldas/Neira,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600015,spa,"",17495,Norcasia,Caldas/Norcasia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600016,spa,"",17513,"Pácora","Caldas/Pácora",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600017,spa,"",17524,Palestina,Caldas/Palestina,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600018,spa,"",17541,Pensilvania,Caldas/Pensilvania,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600019,spa,"",17614,Riosucio,Caldas/Riosucio,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600020,spa,"",17616,Risaralda,Caldas/Risaralda,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600021,spa,"",17653,Salamina,Caldas/Salamina,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:28+00:00
0000600022,spa,"",17662,"Samaná","Caldas/Samaná",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000600023,spa,"",17665,"San José","Caldas/San José",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000600024,spa,"",17777,"Supía","Caldas/Supía",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000600025,spa,"",17867,Victoria,Caldas/Victoria,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000600026,spa,"",17873,Villamaria,Caldas/Villamaria,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000600027,spa,"",17877,Viterbo,Caldas/Viterbo,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000700001,spa,"",18001,Florencia,"Caquetá/Florencia",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:29+00:00
0000700002,spa,"",18029,Albania,"Caquetá/Albania",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700003,spa,"",18094,"Belén de los Andaquíes","Caquetá/Belén de los Andaquíes",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700004,spa,"",18150,"Cartagena del Chaira","Caquetá/Cartagena del Chaira",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700005,spa,"",18205,Curillo,"Caquetá/Curillo",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700006,spa,"",18247,"El Doncello","Caquetá/El Doncello",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700007,spa,"",18256,"El Paujil","Caquetá/El Paujil",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700008,spa,"",18410,"La Montañita","Caquetá/La Montañita",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700009,spa,"",18460,"Milán","Caquetá/Milán",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700010,spa,"",18479,Morelia,"Caquetá/Morelia",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700011,spa,"",18592,"Puerto Rico","Caquetá/Puerto Rico",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700012,spa,"",18610,"San José del Fragua","Caquetá/San José del Fragua",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700013,spa,"",18753,"San Vicente del Caguán","Caquetá/San Vicente del Caguán",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700014,spa,"",18756,Solano,"Caquetá/Solano",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700015,spa,"",18785,Salita,"Caquetá/Salita",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000700016,spa,"",18860,Valparaiso,"Caquetá/Valparaiso",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:30+00:00
0000800001,spa,"",19001,"Popayán","Cauca/Popayán",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800002,spa,"",19022,Almaguer,Cauca/Almaguer,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800003,spa,"",19050,Argelia,Cauca/Argelia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800004,spa,"",19075,Balboa,Cauca/Balboa,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800005,spa,"",19100,"Bolívar","Cauca/Bolívar",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800006,spa,"",19110,"Buenos Aires","Cauca/Buenos Aires",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800007,spa,"",19130,"Cajibío","Cauca/Cajibío",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800008,spa,"",19137,Caldono,Cauca/Caldono,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800009,spa,"",19142,Caloto,Cauca/Caloto,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800010,spa,"",19212,Corinto,Cauca/Corinto,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800011,spa,"",19256,"El Tambo","Cauca/El Tambo",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800012,spa,"",19290,Florencia,Cauca/Florencia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800013,spa,"",19318,Guapi,Cauca/Guapi,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800014,spa,"",19355,"Inzá","Cauca/Inzá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800015,spa,"",19364,"Jambaló","Cauca/Jambaló",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800016,spa,"",19392,"La Sierra","Cauca/La Sierra",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:31+00:00
0000800017,spa,"",19397,"La Vega","Cauca/La Vega",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800018,spa,"",19418,"López","Cauca/López",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800019,spa,"",19450,Mercaderes,Cauca/Mercaderes,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800020,spa,"",19455,Miranda,Cauca/Miranda,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800021,spa,"",19473,Morales,Cauca/Morales,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800022,spa,"",19513,Padilla,Cauca/Padilla,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800023,spa,"",19517,Paez,Cauca/Paez,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800024,spa,"",19532,"Patía","Cauca/Patía",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800025,spa,"",19548,"Piendamó","Cauca/Piendamó",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:32+00:00
0000800026,spa,"",19573,"Puerto Tejada","Cauca/Puerto Tejada",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:33+00:00
0000800027,spa,"",19585,"Puracé","Cauca/Puracé",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:33+00:00
0000800028,spa,"",19622,Rosas,Cauca/Rosas,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:34+00:00
0000800029,spa,"",19693,"San Sebastián","Cauca/San Sebastián",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:34+00:00
0000800030,spa,"",19698,"Santander de Quilichao","Cauca/Santander de Quilichao",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:34+00:00
0000800031,spa,"",19701,"Santa Rosa","Cauca/Santa Rosa",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:34+00:00
0000800032,spa,"",19743,Silvia,Cauca/Silvia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:35+00:00
0000800033,spa,"",19760,Sotara,Cauca/Sotara,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:35+00:00
0000800034,spa,"",19780,"Suárez","Cauca/Suárez",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:35+00:00
0000800035,spa,"",19807,"Timbío","Cauca/Timbío",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:36+00:00
0000800036,spa,"",19809,"Timbiquí","Cauca/Timbiquí",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:36+00:00
0000800037,spa,"",19821,Toribio,Cauca/Toribio,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:36+00:00
0000800038,spa,"",19824,"Totoró","Cauca/Totoró",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:36+00:00
0000900001,spa,"",20001,Valledupar,Cesar/Valledupar,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900002,spa,"",20011,Aguachica,Cesar/Aguachica,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900003,spa,"",20013,"Agustín Codazzi","Cesar/Agustín Codazzi",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900004,spa,"",20032,Astrea,Cesar/Astrea,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900005,spa,"",20045,Becerril,Cesar/Becerril,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900006,spa,"",20060,Bosconia,Cesar/Bosconia,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900007,spa,"",20175,Chimichagua,Cesar/Chimichagua,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900008,spa,"",20178,"Chiriguaná","Cesar/Chiriguaná",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:37+00:00
0000900009,spa,"",20228,"Curumaní","Cesar/Curumaní",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:38+00:00
0000900010,spa,"",20238,"El Copey","Cesar/El Copey",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:38+00:00
0000900011,spa,"",20250,"El Paso","Cesar/El Paso",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:38+00:00
0000900012,spa,"",20295,Gamarra,Cesar/Gamarra,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900013,spa,"",20310,"González","Cesar/González",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900014,spa,"",20383,"La Gloria","Cesar/La Gloria",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900015,spa,"",20400,"La Jagua de Ibirico","Cesar/La Jagua de Ibirico",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900016,spa,"",20443,Manaure,Cesar/Manaure,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900017,spa,"",20517,Pailitas,Cesar/Pailitas,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:39+00:00
0000900018,spa,"",20550,Pelaya,Cesar/Pelaya,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:40+00:00
0000900019,spa,"",20570,"Pueblo Bello","Cesar/Pueblo Bello",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:40+00:00
0000900020,spa,"",20614,"Río de Oro","Cesar/Río de Oro",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:40+00:00
0000900021,spa,"",20621,"La Paz","Cesar/La Paz",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:41+00:00
0000900022,spa,"",20710,"San Alberto","Cesar/San Alberto",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:41+00:00
0000900023,spa,"",20750,"San Diego","Cesar/San Diego",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:42+00:00
0000900024,spa,"",20770,"San Martín","Cesar/San Martín",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:42+00:00
0000900025,spa,"",20787,Tamalameque,Cesar/Tamalameque,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:42+00:00
0001000001,spa,"",23001,"Montería","Córdoba/Montería",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:42+00:00
0001000002,spa,"",23068,Ayapel,"Córdoba/Ayapel",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:43+00:00
0001000003,spa,"",23079,Buenavista,"Córdoba/Buenavista",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:43+00:00
0001000004,spa,"",23090,Canalete,"Córdoba/Canalete",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000005,spa,"",23162,"Cereté","Córdoba/Cereté",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000006,spa,"",23168,"Chimá","Córdoba/Chimá",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000007,spa,"",23182,"Chinú","Córdoba/Chinú",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000008,spa,"",23189,"Ciénaga de Oro","Córdoba/Ciénaga de Oro",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000009,spa,"",23300,Cotorra,"Córdoba/Cotorra",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:44+00:00
0001000010,spa,"",23350,"La Apartada","Córdoba/La Apartada",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:45+00:00
0001000011,spa,"",23417,Lorica,"Córdoba/Lorica",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:45+00:00
0001000012,spa,"",23419,"Los Córdobas","Córdoba/Los Córdobas",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:45+00:00
0001000013,spa,"",23464,Momil,"Córdoba/Momil",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:46+00:00
0001000014,spa,"",23466,"Montelíbano","Córdoba/Montelíbano",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:46+00:00
0001000015,spa,"",23500,"Moñitos","Córdoba/Moñitos",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:46+00:00
0001000016,spa,"",23555,"Planeta Rica","Córdoba/Planeta Rica",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:47+00:00
0001000017,spa,"",23570,"Pueblo Nuevo","Córdoba/Pueblo Nuevo",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:47+00:00
0001000018,spa,"",23574,"Puerto Escondido","Córdoba/Puerto Escondido",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:47+00:00
0001000019,spa,"",23580,"Puerto Libertador","Córdoba/Puerto Libertador",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:48+00:00
0001000020,spa,"",23586,"Purísima","Córdoba/Purísima",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:48+00:00
0001000021,spa,"",23660,"Sahagún","Córdoba/Sahagún",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000022,spa,"",23670,"San Andrés de Sotavento","Córdoba/San Andrés de Sotavento",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000023,spa,"",23672,"San Antero","Córdoba/San Antero",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000024,spa,"",23675,"San Bernardo del Viento","Córdoba/San Bernardo del Viento",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000025,spa,"",23678,"San Carlos","Córdoba/San Carlos",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000026,spa,"",23686,"San Pelayo","Córdoba/San Pelayo",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000027,spa,"",23807,Tierralta,"Córdoba/Tierralta",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:49+00:00
0001000028,spa,"",23855,Valencia,"Córdoba/Valencia",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:50+00:00
0001100001,spa,"",25001,"Agua de Dios","Cundinamarca/Agua de Dios",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:51+00:00
0001100002,spa,"",25019,"Albán","Cundinamarca/Albán",1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:51+00:00
0001100003,spa,"",25035,Anapoima,Cundinamarca/Anapoima,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:51+00:00
0001100004,spa,"",25040,Anolaima,Cundinamarca/Anolaima,1,1,"2009-11-11 18:32:35","2009-11-11 18:32:35",2010-01-25T15:54:51+00:00
