EEGroupId,RegionId,EEGroupLabel,EEGroupDesc,EEGroupStatus,RecordCreation,RecordSync,RecordUpdate
DGR,COL-1250694506-colombia_inventario_historico_de_desastres,"Campos DGR","",3,2010-01-21T15:32:30,2010-01-21T15:32:30,2010-01-21T15:32:30
